"Severity","Appender","Date","Time","Category","Message"
"ERROR","COLDBOXFILE","08/31/2012","12:21:11","DeNotes","Application Execution Exception  CFErrorType=HandlerService.EventHandlerNotRegisteredException  CFMessage=The event: security.getUser is not valid registered event.  CFStackTrace=coldfusion.runtime.CustomException: The event: security.getUser is not valid registered event.
	at coldfusion.tagext.lang.ThrowTag.doStartTag(ThrowTag.java:142)
	at coldfusion.runtime.CfJspPage._emptyTcfTag(CfJspPage.java:2722)
	at cfUtil2ecfc1254379244$funcTHROWIT.runFunction(/home/bsevening/public_html/coldbox/system/core/util/Util.cfc:164)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:496)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:355)
	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2301)
	at cfHandlerService2ecfc1246295948$funcINVALIDEVENT.runFunction(/home/bsevening/public_html/coldbox/system/web/services/HandlerService.cfc:384)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)
	at cfHandlerService2ecfc1246295948$funcGETREGISTEREDHANDLER.runFunction(/home/bsevening/public_html/coldbox/system/web/services/HandlerService.cfc:299)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)
	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)
	at cfController2ecfc1799186516$funcRUNEVENT.runFunction(/home/bsevening/public_html/coldbox/system/web/Controller.cfc:486)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:496)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:355)
	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2301)
	at cfColdbox2ecfc1395437062$funcPROCESSCOLDBOXREQUEST.runFunction(/home/bsevening/public_html/coldbox/system/Coldbox.cfc:236)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)
	at cfApplication2ecfc1299773762$funcONREQUESTSTART.runFunction(/home/bsevening/public_html/DeNotes/Application.cfc:59)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)
	at coldfusion.runtime.AppEventInvoker.invoke(AppEventInvoker.java:88)
	at coldfusion.runtime.AppEventInvoker.onRequestStart(AppEventInvoker.java:258)
	at coldfusion.filter.ApplicationFilter.invoke(ApplicationFilter.java:349)
	at coldfusion.filter.RequestMonitorFilter.invoke(RequestMonitorFilter.java:48)
	at coldfusion.filter.MonitoringFilter.invoke(MonitoringFilter.java:40)
	at coldfusion.filter.PathFilter.invoke(PathFilter.java:94)
	at coldfusion.filter.LicenseFilter.invoke(LicenseFilter.java:27)
	at coldfusion.filter.ExceptionFilter.invoke(ExceptionFilter.java:70)
	at coldfusion.filter.ClientScopePersistenceFilter.invoke(ClientScopePersistenceFilter.java:28)
	at coldfusion.filter.BrowserFilter.invoke(BrowserFilter.java:38)
	at coldfusion.filter.NoCacheFilter.invoke(NoCacheFilter.java:46)
	at coldfusion.filter.GlobalsFilter.invoke(GlobalsFilter.java:38)
	at coldfusion.filter.DatasourceFilter.invoke(DatasourceFilter.java:22)
	at coldfusion.filter.CachingFilter.invoke(CachingFilter.java:62)
	at coldfusion.CfmServlet.service(CfmServlet.java:200)
	at coldfusion.bootstrap.BootstrapServlet.service(BootstrapServlet.java:89)
	at jrun.servlet.FilterChain.doFilter(FilterChain.java:86)
	at coldfusion.monitor.event.MonitoringServletFilter.doFilter(MonitoringServletFilter.java:42)
	at coldfusion.bootstrap.BootstrapFilter.doFilter(BootstrapFilter.java:46)
	at jrun.servlet.FilterChain.doFilter(FilterChain.java:94)
	at jrun.servlet.FilterChain.service(FilterChain.java:101)
	at jrun.servlet.ServletInvoker.invoke(ServletInvoker.java:106)
	at jrun.servlet.JRunInvokerChain.invokeNext(JRunInvokerChain.java:42)
	at jrun.servlet.JRunRequestDispatcher.invoke(JRunRequestDispatcher.java:286)
	at jrun.servlet.ServletEngineService.dispatch(ServletEngineService.java:543)
	at jrun.servlet.jrpp.JRunProxyService.invokeRunnable(JRunProxyService.java:203)
	at jrunx.scheduler.ThreadPool$DownstreamMetrics.invokeRunnable(ThreadPool.java:320)
	at jrunx.scheduler.ThreadPool$ThreadThrottle.invokeRunnable(ThreadPool.java:428)
	at jrunx.scheduler.ThreadPool$UpstreamMetrics.invokeRunnable(ThreadPool.java:266)
	at jrunx.scheduler.WorkerThread.run(WorkerThread.java:66)
  CFTagContext=ID: CFTHROW; LINE: 164; TEMPLATE: /home/bsevening/public_html/coldbox/system/core/util/Util.cfc   ID: CF_TEMPLATEPROXY; LINE: 384; TEMPLATE: /home/bsevening/public_html/coldbox/system/web/services/HandlerService.cfc   ID: CF_UDFMETHOD; LINE: 299; TEMPLATE: /home/bsevening/public_html/coldbox/system/web/services/HandlerService.cfc   ID: CF_TEMPLATEPROXY; LINE: 486; TEMPLATE: /home/bsevening/public_html/coldbox/system/web/Controller.cfc   ID: CF_TEMPLATEPROXY; LINE: 236; TEMPLATE: /home/bsevening/public_html/coldbox/system/Coldbox.cfc   ID: CF_UDFMETHOD; LINE: 59; TEMPLATE: /home/bsevening/public_html/DeNotes/Application.cfc"
"INFO","COLDBOXFILE","08/31/2012","12:23:43","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:23:43","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: default, id: 4619754"
"INFO","COLDBOXFILE","08/31/2012","12:23:43","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 5ms for CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:23:43","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 9ms for CacheBoxProvider: default, id: 4619754"
"INFO","COLDBOXFILE","08/31/2012","12:30:08","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:30:08","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: default, id: 4619754"
"INFO","COLDBOXFILE","08/31/2012","12:30:08","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 6ms for CacheBoxProvider: default, id: 4619754"
"INFO","COLDBOXFILE","08/31/2012","12:30:08","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 5ms for CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:32:50","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:32:50","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: default, id: 4619754"
"INFO","COLDBOXFILE","08/31/2012","12:32:50","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 5ms for CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:32:50","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 8ms for CacheBoxProvider: default, id: 4619754"
"INFO","COLDBOXFILE","08/31/2012","12:41:44","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:41:44","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: default, id: 4619754"
"INFO","COLDBOXFILE","08/31/2012","12:41:44","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 8ms for CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:41:44","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 9ms for CacheBoxProvider: default, id: 4619754"
"ERROR","COLDBOXFILE","08/31/2012","12:42:57","DeNotes","Application Execution Exception  CFErrorType=Database  CFDetails=The root cause of this exception was: coldfusion.orm.hibernate.HibernateSessionException: Exception in Hibernate operation..  CFMessage=An exception occurred when committing the transaction.  CFStackTrace=coldfusion.tagext.sql.TransactionTag$TransactionCommitException: An exception occurred when committing the transaction.
	at coldfusion.tagext.sql.TransactionTag.commit(TransactionTag.java:418)
	at coldfusion.tagext.sql.TransactionTag.txCommit(TransactionTag.java:814)
	at coldfusion.tagext.sql.TransactionTag.callScriptMethod(TransactionTag.java:804)
	at coldfusion.runtime.CFPage.TransactionCommit(CFPage.java:8377)
	at cfBaseORMService2ecfc145977680$func$TRANSACTIONED.runFunction(/home/bsevening/public_html/coldbox/system/orm/hibernate/BaseORMService.cfc:1176)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)
	at cfBaseORMService2ecfc145977680$funcSAVE.runFunction(/home/bsevening/public_html/coldbox/system/orm/hibernate/BaseORMService.cfc:719)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)
	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)
	at cfUsers2ecfc2121475542$funcSAVE.runFunction(/home/bsevening/public_html/DeNotes/modules/solitary/handlers/Users.cfc:56)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:496)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:355)
	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2301)
	at coldfusion.tagext.lang.InvokeTag.doEndTag(InvokeTag.java:389)
	at coldfusion.runtime.CfJspPage._emptyTcfTag(CfJspPage.java:2723)
	at cfController2ecfc1799186516$funcINVOKER.runFunction(/home/bsevening/public_html/coldbox/system/web/Controller.cfc:699)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)
	at cfController2ecfc1799186516$funcRUNEVENT.runFunction(/home/bsevening/public_html/coldbox/system/web/Controller.cfc:584)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:496)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:355)
	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2301)
	at cfColdbox2ecfc1395437062$funcPROCESSCOLDBOXREQUEST.runFunction(/home/bsevening/public_html/coldbox/system/Coldbox.cfc:236)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)
	at cfApplication2ecfc1299773762$funcONREQUESTSTART.runFunction(/home/bsevening/public_html/DeNotes/Application.cfc:59)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)
	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)
	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)
	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)
	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)
	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)
	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)
	at coldfusion.runtime.AppEventInvoker.invoke(AppEventInvoker.java:88)
	at coldfusion.runtime.AppEventInvoker.onRequestStart(AppEventInvoker.java:258)
	at coldfusion.filter.ApplicationFilter.invoke(ApplicationFilter.java:349)
	at coldfusion.filter.RequestMonitorFilter.invoke(RequestMonitorFilter.java:48)
	at coldfusion.filter.MonitoringFilter.invoke(MonitoringFilter.java:40)
	at coldfusion.filter.PathFilter.invoke(PathFilter.java:94)
	at coldfusion.filter.LicenseFilter.invoke(LicenseFilter.java:27)
	at coldfusion.filter.ExceptionFilter.invoke(ExceptionFilter.java:70)
	at coldfusion.filter.ClientScopePersistenceFilter.invoke(ClientScopePersistenceFilter.java:28)
	at coldfusion.filter.BrowserFilter.invoke(BrowserFilter.java:38)
	at coldfusion.filter.NoCacheFilter.invoke(NoCacheFilter.java:46)
	at coldfusion.filter.GlobalsFilter.invoke(GlobalsFilter.java:38)
	at coldfusion.filter.DatasourceFilter.invoke(DatasourceFilter.java:22)
	at coldfusion.filter.CachingFilter.invoke(CachingFilter.java:62)
	at coldfusion.filter.RequestThrottleFilter.invoke(RequestThrottleFilter.java:126)
	at coldfusion.CfmServlet.service(CfmServlet.java:200)
	at coldfusion.bootstrap.BootstrapServlet.service(BootstrapServlet.java:89)
	at jrun.servlet.FilterChain.doFilter(FilterChain.java:86)
	at coldfusion.monitor.event.MonitoringServletFilter.doFilter(MonitoringServletFilter.java:42)
	at coldfusion.bootstrap.BootstrapFilter.doFilter(BootstrapFilter.java:46)
	at jrun.servlet.FilterChain.doFilter(FilterChain.java:94)
	at jrun.servlet.FilterChain.service(FilterChain.java:101)
	at jrun.servlet.ServletInvoker.invoke(ServletInvoker.java:106)
	at jrun.servlet.JRunInvokerChain.invokeNext(JRunInvokerChain.java:42)
	at jrun.servlet.JRunRequestDispatcher.invoke(JRunRequestDispatcher.java:286)
	at jrun.servlet.ServletEngineService.dispatch(ServletEngineService.java:543)
	at jrun.servlet.jrpp.JRunProxyService.invokeRunnable(JRunProxyService.java:203)
	at jrunx.scheduler.ThreadPool$DownstreamMetrics.invokeRunnable(ThreadPool.java:320)
	at jrunx.scheduler.ThreadPool$ThreadThrottle.invokeRunnable(ThreadPool.java:428)
	at jrunx.scheduler.ThreadPool$UpstreamMetrics.invokeRunnable(ThreadPool.java:266)
	at jrunx.scheduler.WorkerThread.run(WorkerThread.java:66)
Caused by: coldfusion.orm.hibernate.HibernateSessionException: Exception in Hibernate operation.
	at coldfusion.orm.hibernate.SessionWrapper.flush(SessionWrapper.java:181)
	at coldfusion.orm.hibernate.HibernatePersistenceManager.onCommit(HibernatePersistenceManager.java:949)
	at coldfusion.orm.hibernate.HibernatePersistenceManager$HibernateEventListener.onCommit(HibernatePersistenceManager.java:1084)
	at coldfusion.tagext.sql.TransactionTag.fireOnCommit(TransactionTag.java:743)
	at coldfusion.tagext.sql.TransactionTag.commit(TransactionTag.java:401)
	... 101 more
Caused by: org.hibernate.StaleStateException: Batch update returned unexpected row count from update [0]; actual row count: 0; expected: 1
	at org.hibernate.jdbc.Expectations$BasicExpectation.checkBatched(Expectations.java:85)
	at org.hibernate.jdbc.Expectations$BasicExpectation.verifyOutcome(Expectations.java:70)
	at org.hibernate.jdbc.BatchingBatcher.checkRowCounts(BatchingBatcher.java:90)
	at org.hibernate.jdbc.BatchingBatcher.doExecuteBatch(BatchingBatcher.java:70)
	at org.hibernate.jdbc.AbstractBatcher.executeBatch(AbstractBatcher.java:268)
	at org.hibernate.engine.ActionQueue.executeActions(ActionQueue.java:263)
	at org.hibernate.engine.ActionQueue.executeActions(ActionQueue.java:180)
	at org.hibernate.event.def.AbstractFlushingEventListener.performExecutions(AbstractFlushingEventListener.java:321)
	at org.hibernate.event.def.DefaultFlushEventListener.onFlush(DefaultFlushEventListener.java:51)
	at org.hibernate.impl.SessionImpl.flush(SessionImpl.java:1206)
	at coldfusion.orm.hibernate.SessionWrapper.flush(SessionWrapper.java:176)
	... 105 more
  CFTagContext=ID: CF_CFPAGE; LINE: 1176; TEMPLATE: /home/bsevening/public_html/coldbox/system/orm/hibernate/BaseORMService.cfc   ID: CF_UDFMETHOD; LINE: 719; TEMPLATE: /home/bsevening/public_html/coldbox/system/orm/hibernate/BaseORMService.cfc   ID: CF_TEMPLATEPROXY; LINE: 56; TEMPLATE: /home/bsevening/public_html/DeNotes/modules/solitary/handlers/Users.cfc   ID: CFINVOKE; LINE: 699; TEMPLATE: /home/bsevening/public_html/coldbox/system/web/Controller.cfc   ID: CF_UDFMETHOD; LINE: 584; TEMPLATE: /home/bsevening/public_html/coldbox/system/web/Controller.cfc   ID: CF_TEMPLATEPROXY; LINE: 236; TEMPLATE: /home/bsevening/public_html/coldbox/system/Coldbox.cfc   ID: CF_UDFMETHOD; LINE: 59; TEMPLATE: /home/bsevening/public_html/DeNotes/Application.cfc"
"INFO","COLDBOXFILE","08/31/2012","12:44:37","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:44:37","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 4ms for CacheBoxProvider: TEMPLATE, id: 17025045"
"INFO","COLDBOXFILE","08/31/2012","12:44:37","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Starting to reap CacheBoxProvider: default, id: 4619754"
"INFO","COLDBOXFILE","08/31/2012","12:44:37","coldbox.system.cache.providers.CacheBoxColdBoxProvider","Finished reap in 7ms for CacheBoxProvider: default, id: 4619754"
